row_id,category,dt,dx,dy,dz,dt_abs,r,s2,interval_class,dt_dir,axis,r_mult,mean_l_AA,mean_l_AB,mean_l_BA,mean_l_BB,mean_gap_A,mean_gap_B,mean_p_A_B,mean_p_B_A,frac_AB_lt_AA,frac_BA_lt_BB,frac_AB_lt_0,frac_BA_lt_0
87,mixed,-256.0,0.0,0.0,128.0,256.0,128.0,49152.0,timelike,past,z,0.5,-45.75153904838305,-44.869551008993106,-44.86475592878432,-45.75153904838306,0.8819880393899304,0.8867831195987257,0.6380043992346339,0.6399242322202067,0.3203125,0.3125,1.0,1.0
88,mixed,-256.0,256.0,0.0,0.0,256.0,256.0,0.0,null,past,x,1.0,-45.75153904838305,-43.32134869022799,-43.31936566702732,-45.751539048383066,2.430190358155086,2.432173381355722,0.8203107386800391,0.8209468290478387,0.140625,0.140625,1.0,1.0
89,mixed,-256.0,0.0,256.0,0.0,256.0,256.0,0.0,null,past,y,1.0,-45.75153904838305,-43.33058808979792,-43.32446504342234,-45.751539048383066,2.420950958585114,2.4270740049607045,0.8199042454277321,0.8218759364771031,0.1015625,0.109375,1.0,1.0
90,mixed,-256.0,0.0,0.0,256.0,256.0,256.0,0.0,null,past,z,1.0,-45.75153904838305,-43.35060197226558,-43.34618467435462,-45.75153904838306,2.4009370761174713,2.405354374028434,0.8167532276063497,0.8190390586596966,0.125,0.1328125,1.0,1.0
91,mixed,-256.0,512.0,0.0,0.0,256.0,512.0,-196608.0,spacelike,past,x,2.0,-45.75153904838305,-41.47781100466404,-41.47691564510072,-45.75153904838306,4.273728043719009,4.27462340328231,0.9409762231883652,0.9406836780641777,0.0078125,0.015625,1.0,1.0
92,mixed,-256.0,0.0,512.0,0.0,256.0,512.0,-196608.0,spacelike,past,y,2.0,-45.75153904838305,-41.53079683460544,-41.52572033207921,-45.75153904838306,4.220742213777614,4.225818716303859,0.9383408224142298,0.9388146393394823,0.015625,0.015625,1.0,1.0
93,mixed,-256.0,0.0,0.0,512.0,256.0,512.0,-196608.0,spacelike,past,z,2.0,-45.75153904838305,-41.584183454967416,-41.57573172183722,-45.751539048383066,4.167355593415644,4.1758073265458115,0.9370315447204752,0.937354373089097,0.0234375,0.0234375,1.0,1.0
94,mixed,256.0,128.0,0.0,0.0,256.0,128.0,49152.0,timelike,future,x,0.5,-45.75153904838305,-44.85516382127619,-44.86540935706521,-45.75153904838306,0.896375227106855,0.8861296913178724,0.6426381461942283,0.6398459317817123,0.3125,0.3125,1.0,1.0
95,mixed,256.0,0.0,128.0,0.0,256.0,128.0,49152.0,timelike,future,y,0.5,-45.75153904838305,-44.85718091719836,-44.86490778292393,-45.75153904838306,0.8943581311846777,0.886631265459141,0.6398901070699122,0.6379125892005094,0.3359375,0.34375,1.0,1.0
96,mixed,256.0,0.0,0.0,128.0,256.0,128.0,49152.0,timelike,future,z,0.5,-45.75153904838305,-44.862342745452096,-44.87196419232533,-45.75153904838306,0.8891963029309509,0.8795748560577046,0.6402095149641908,0.6377347939665711,0.3125,0.328125,1.0,1.0
97,mixed,256.0,256.0,0.0,0.0,256.0,256.0,0.0,null,future,x,1.0,-45.75153904838305,-43.31414042668694,-43.326573930568365,-45.75153904838306,2.437398621696105,2.424965117814703,0.8217752701804723,0.8194714958779357,0.140625,0.140625,1.0,1.0
98,mixed,256.0,0.0,256.0,0.0,256.0,256.0,0.0,null,future,y,1.0,-45.75153904838305,-43.32337982625693,-43.33167330696336,-45.75153904838306,2.4281592221261357,2.419865741419684,0.8218771067448435,0.8198814005506025,0.109375,0.1015625,1.0,1.0
99,mixed,256.0,0.0,0.0,256.0,256.0,256.0,0.0,null,future,z,1.0,-45.75153904838305,-43.34339370872455,-43.35339293789565,-45.75153904838306,2.4081453396584918,2.3981461104874144,0.819067166207348,0.8167185400647539,0.1328125,0.125,1.0,1.0
100,mixed,256.0,512.0,0.0,0.0,256.0,512.0,-196608.0,spacelike,future,x,2.0,-45.75153904838305,-41.47060274112303,-41.484123908641756,-45.75153904838306,4.280936307260031,4.267415139741293,0.9409051846146308,0.9407389900162091,0.015625,0.0078125,1.0,1.0
101,mixed,256.0,0.0,512.0,0.0,256.0,512.0,-196608.0,spacelike,future,y,2.0,-45.75153904838305,-41.523588571064415,-41.532928595620206,-45.75153904838306,4.227950477318632,4.218610452762838,0.9388362308733093,0.9383059931733206,0.015625,0.015625,1.0,1.0
102,mixed,256.0,0.0,0.0,512.0,256.0,512.0,-196608.0,spacelike,future,z,2.0,-45.75153904838305,-41.5769751914264,-41.58293998537826,-45.75153904838306,4.1745638569566665,4.168599063004794,0.9374321939379724,0.9369433127630559,0.0234375,0.0234375,1.0,1.0
